,ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,gmtOffsetMilliSeconds,quoteType
277,CMA,Comerica Incorporated,2020-01-21T05:00:00.000Z,TNS,1.74,1.85,6.2,0,EQUITY
278,NAVI,Navient Corporation,2020-01-21T05:00:00.000Z,TNS,0.58,0.69,19.17,0,EQUITY
279,FNB-PE,F.N.B. Corporation,2020-01-21T05:00:00.000Z,TNS,0.29,0.3,3.45,0,EQUITY
280,FULT,Fulton Financial Corporation,2020-01-21T05:00:00.000Z,TNS,0.35,0.33,-6.25,0,EQUITY
281,CPAMF,CapitaLand Mall Trust,2020-01-21T05:00:00.000Z,TNS,0.03,0.03,17.24,0,EQUITY
282,CPITF,CapitaLand Commercial Trust,2020-01-21T05:00:00.000Z,TNS,0.03,0.03,0.0,0,EQUITY
283,COF,Capital One Financial Corporation,2020-01-21T05:00:00.000Z,TNS,2.28,2.25,-1.4,0,EQUITY
284,COF-PJ,Capital One Financial Corporation,2020-01-21T05:00:00.000Z,TNS,2.28,2.25,-1.4,0,EQUITY
285,WTFCM,Wintrust Financial Corporation,2020-01-21T05:00:00.000Z,TNS,1.58,1.44,-8.75,0,EQUITY
286,WSFS,WSFS Financial Corporation,2020-01-21T05:00:00.000Z,TNS,0.91,0.96,5.49,0,EQUITY
287,FNB,F.N.B. Corporation,2020-01-21T05:00:00.000Z,TNS,0.29,0.3,3.45,0,EQUITY
288,FBK,FB Financial Corporation,2020-01-21T05:00:00.000Z,TNS,0.66,0.7,5.58,0,EQUITY
289,KPDCF,Keppel DC REIT,2020-01-21T05:00:00.000Z,TNS,0.01,0.02,110.0,0,EQUITY
290,TAL,TAL Education Group,2020-01-21T05:00:00.000Z,TNS,0.09,0.05,-41.86,0,EQUITY
291,SURVF,Suntec Real Estate Investment Trust,2020-01-21T05:00:00.000Z,TNS,0.02,0.03,60.0,0,EQUITY
292,PETS,"PetMed Express, Inc.",2020-01-21T05:00:00.000Z,TNS,0.3,0.34,14.09,0,EQUITY
293,PRKWF,Parkway Life Real Estate Investment Trust,2020-01-21T05:00:00.000Z,TNS,,,,0,EQUITY
294,PQEFF,Petroteq Energy Inc.,2020-01-21T05:00:00.000Z,TNS,,,,0,EQUITY
295,FSB,"Franklin Financial Network, Inc.",2020-01-21T05:00:00.000Z,TNS,0.69,0.68,-0.87,0,EQUITY
296,ORRF,"Orrstown Financial Services, Inc.",2020-01-21T05:00:00.000Z,TNS,0.44,0.44,-0.68,0,EQUITY
297,PNFP,"Pinnacle Financial Partners, Inc.",2020-01-21T05:00:00.000Z,TNS,1.26,1.27,0.87,0,EQUITY
299,NFLX,"Netflix, Inc.",2020-01-21T05:00:00.000Z,TNS,0.53,1.3,146.68,0,EQUITY
300,MAPIF,Mapletree Industrial Trust,2020-01-21T05:00:00.000Z,TNS,0.03,0.03,6.67,0,EQUITY
301,PIXY,"ShiftPixy, Inc.",2020-01-21T05:00:00.000Z,TNS,-3.77,-2.86,24.14,0,EQUITY
302,SMBK,"SmartFinancial, Inc.",2020-01-21T05:00:00.000Z,TNS,0.4,0.48,18.81,0,EQUITY
305,IVSBF,Investor AB (publ),2020-01-22T05:00:00.000Z,TNS,,,,0,EQUITY
306,TSCRF,Score Media and Gaming Inc.,2020-01-22T05:00:00.000Z,TNS,-0.01,-0.01,0.0,0,EQUITY
307,ALLY,Ally Financial Inc.,2020-01-22T05:00:00.000Z,TNS,0.93,0.95,1.71,0,EQUITY
308,GJNSF,Gjensidige Forsikring ASA,2020-01-22T05:00:00.000Z,TNS,2.16,2.95,36.45,0,EQUITY
309,TGVSF,Tryg A/S,2020-01-22T05:00:00.000Z,TNS,2.16,2.33,7.87,0,EQUITY
310,USAP,"Universal Stainless & Alloy Products, Inc.",2020-01-22T05:00:00.000Z,TNS,0.13,0.02,-84.62,0,EQUITY
311,ABT,Abbott Laboratories,2020-01-22T05:00:00.000Z,TNS,0.95,0.95,0.42,0,EQUITY
312,ASML,ASML Holding N.V.,2020-01-22T05:00:00.000Z,TNS,2.67,2.98,11.61,0,EQUITY
313,APH,Amphenol Corporation,2020-01-22T05:00:00.000Z,TNS,0.91,0.98,7.81,0,EQUITY
314,ETTYF,Essity AB (publ),2020-01-22T05:00:00.000Z,TNS,4.45,3.87,-12.94,0,EQUITY
315,ASMLF,ASML Holding N.V.,2020-01-22T05:00:00.000Z,TNS,2.69,2.69,-0.04,0,EQUITY
317,BKR,Baker Hughes Company,2020-01-22T05:00:00.000Z,TNS,0.31,0.27,-12.9,0,EQUITY
318,CATY,Cathay General Bancorp,2020-01-22T05:00:00.000Z,TNS,0.83,0.84,1.2,0,EQUITY
319,CBSH,"Commerce Bancshares, Inc.",2020-01-22T05:00:00.000Z,TNS,0.88,0.85,-2.86,0,EQUITY
320,CUBI-PF,"Customers Bancorp, Inc.",2020-01-22T05:00:00.000Z,TNS,0.74,0.77,4.34,0,EQUITY
321,INBK,First Internet Bancorp,2020-01-22T05:00:00.000Z,TNS,0.57,0.72,26.32,0,EQUITY
322,FITB,Fifth Third Bancorp,2020-01-22T05:00:00.000Z,TNS,0.72,0.68,-5.69,0,EQUITY
323,CATC,Cambridge Bancorp,2020-01-22T05:00:00.000Z,TNS,1.68,1.58,-5.78,0,EQUITY
324,MCB,Metropolitan Bank Holding Corp.,2020-01-22T05:00:00.000Z,TNS,0.87,0.93,6.9,0,EQUITY
325,TCBIP,"Texas Capital Bancshares, Inc.",2020-01-22T05:00:00.000Z,TNS,1.51,1.42,-5.71,0,EQUITY
326,CUBI,"Customers Bancorp, Inc.",2020-01-22T05:00:00.000Z,TNS,0.74,0.77,4.34,0,EQUITY
327,DIGBF,Digi.Com Berhad,2020-01-22T05:00:00.000Z,TNS,0.04,0.04,4.76,0,EQUITY
328,CTBI,"Community Trust Bancorp, Inc.",2020-01-22T05:00:00.000Z,TNS,0.83,0.75,-9.64,0,EQUITY
329,FITBP,Fifth Third Bancorp,2020-01-22T05:00:00.000Z,TNS,0.72,0.68,-5.69,0,EQUITY
330,CBSHP,"Commerce Bancshares, Inc.",2020-01-22T05:00:00.000Z,TNS,0.88,0.85,-2.86,0,EQUITY
331,LOB,"Live Oak Bancshares, Inc.",2020-01-22T05:00:00.000Z,TNS,0.12,0.17,41.67,0,EQUITY
332,LMST,"Limestone Bancorp, Inc.",2020-01-22T05:00:00.000Z,TNS,0.32,0.32,0.0,0,EQUITY
333,BXS,BancorpSouth Bank,2020-01-22T05:00:00.000Z,TNS,0.6,0.63,5.18,0,EQUITY
334,BPFH,"Boston Private Financial Holdings, Inc.",2020-01-22T05:00:00.000Z,TNS,0.22,0.25,14.68,0,EQUITY
335,CVCY,Central Valley Community Bancorp,2020-01-22T05:00:00.000Z,TNS,0.34,0.34,0.0,0,EQUITY
336,HOPE,"Hope Bancorp, Inc.",2020-01-22T05:00:00.000Z,TNS,0.32,0.34,7.94,0,EQUITY
337,OBNK,"Origin Bancorp, Inc.",2020-01-22T05:00:00.000Z,TNS,0.58,0.55,-5.17,0,EQUITY
338,OSBC,"Old Second Bancorp, Inc.",2020-01-22T05:00:00.000Z,TNS,0.3,0.31,2.65,0,EQUITY
339,TCBI,"Texas Capital Bancshares, Inc.",2020-01-22T05:00:00.000Z,TNS,1.51,1.42,-5.71,0,EQUITY
340,STL,Sterling Bancorp,2020-01-22T05:00:00.000Z,TNS,0.53,0.54,2.27,0,EQUITY
341,CBU,"Community Bank System, Inc.",2020-01-22T05:00:00.000Z,TNS,0.82,0.83,0.73,0,EQUITY
342,PFBC,Preferred Bank,2020-01-22T05:00:00.000Z,TNS,1.26,1.31,3.8,0,EQUITY
343,BXS-PA,BancorpSouth Bank,2020-01-22T05:00:00.000Z,TNS,0.6,0.63,5.18,0,EQUITY
344,FBNC,First Bancorp,2020-01-22T05:00:00.000Z,TNS,0.78,0.71,-8.97,0,EQUITY
345,BFST,"Business First Bancshares, Inc.",2020-01-22T05:00:00.000Z,TNS,0.47,0.45,-4.66,0,EQUITY
346,BOKF,BOK Financial Corporation,2020-01-22T05:00:00.000Z,TNS,1.89,1.56,-17.29,0,EQUITY
347,BOKFL,BOK Financial Corporation,2020-01-22T05:00:00.000Z,TNS,1.89,1.56,-17.29,0,EQUITY
348,STL-PA,Sterling Bancorp,2020-01-22T05:00:00.000Z,TNS,0.53,0.54,2.27,0,EQUITY
349,CVBF,CVB Financial Corp.,2020-01-22T05:00:00.000Z,TNS,0.36,0.37,4.23,0,EQUITY
350,SLMBP,SLM Corporation,2020-01-22T05:00:00.000Z,TNS,0.3,0.33,11.11,0,EQUITY
351,UVSP,Univest Financial Corporation,2020-01-22T05:00:00.000Z,TNS,0.53,0.55,3.77,0,EQUITY
352,NTRS,Northern Trust Corporation,2020-01-22T05:00:00.000Z,TNS,1.74,1.8,3.69,0,EQUITY
353,KIMTF,Kia Motors Corporation,2020-01-22T05:00:00.000Z,TNS,1480.71,863.88,-41.66,0,EQUITY
354,MPCMF,Mapletree Commercial Trust,2020-01-22T05:00:00.000Z,TNS,0.02,0.03,25.0,0,EQUITY
355,NVEC,NVE Corporation,2020-01-22T05:00:00.000Z,TNS,,,,0,EQUITY
356,FRZCF,Frasers Centrepoint Trust,2020-01-22T05:00:00.000Z,TNS,,,,0,EQUITY
357,FCCO,First Community Corporation,2020-01-22T05:00:00.000Z,TNS,0.35,0.36,4.05,0,EQUITY
358,PLXS,Plexus Corp.,2020-01-22T05:00:00.000Z,TNS,0.93,1.0,7.18,0,EQUITY
359,RLI,RLI Corp.,2020-01-22T05:00:00.000Z,TNS,0.59,0.63,6.78,0,EQUITY
360,SLG,SL Green Realty Corp.,2020-01-22T05:00:00.000Z,TNS,0.39,0.22,-43.59,0,EQUITY
361,UMPQ,Umpqua Holdings Corporation,2020-01-22T05:00:00.000Z,TNS,0.36,0.38,6.74,0,EQUITY
362,NTRSP,Northern Trust Corp,2020-01-22T18:30:00.000Z,BMO,,,,0,EQUITY
363,RCI,Rogers Communications Inc.,2020-01-22T05:00:00.000Z,TNS,1.02,1.0,-1.77,0,EQUITY
364,SLM,SLM Corporation,2020-01-22T05:00:00.000Z,TNS,0.3,0.33,11.11,0,EQUITY
365,CHMG,Chemung Financial Corporation,2020-01-22T05:00:00.000Z,TNS,0.99,0.87,-12.47,0,EQUITY
366,SLG-PI,SL Green Realty Corp.,2020-01-22T05:00:00.000Z,TNS,0.39,0.22,-43.59,0,EQUITY
368,HYMLF,Hyundai Motor Company,2020-01-22T05:00:00.000Z,TNS,3857.37,3062.56,-20.61,0,EQUITY
369,CNS,"Cohen & Steers, Inc.",2020-01-22T05:00:00.000Z,TNS,0.68,0.74,8.82,0,EQUITY
370,CTXS,"Citrix Systems, Inc.",2020-01-22T05:00:00.000Z,TNS,1.68,1.71,1.85,0,EQUITY
371,CCNE,CNB Financial Corporation,2020-01-22T05:00:00.000Z,TNS,0.69,0.69,0.0,0,EQUITY
372,NTRSO,Northern Trust Corporation,2020-01-22T05:00:00.000Z,TNS,1.74,1.8,3.69,0,EQUITY
373,STLD,"Steel Dynamics, Inc.",2020-01-22T05:00:00.000Z,TNS,0.55,0.62,12.73,0,EQUITY
374,CGIUF,ESR-REIT,2020-01-22T05:00:00.000Z,TNS,,,,0,EQUITY
376,FBBPF,FIBRA Prologis,2020-01-22T05:00:00.000Z,TNS,0.76,0.83,8.26,0,EQUITY
377,RJF,"Raymond James Financial, Inc.",2020-01-22T05:00:00.000Z,TNS,1.93,1.89,-2.02,0,EQUITY
378,SCSG,"SouthCrest Financial Group, Inc.",2020-01-22T05:00:00.000Z,TNS,0.18,0.19,5.56,0,EQUITY
379,QCRH,"QCR Holdings, Inc.",2020-01-22T05:00:00.000Z,TNS,0.87,1.12,28.15,0,EQUITY
381,INST,"Instructure, Inc.",2020-01-22T05:00:00.000Z,TNS,-0.15,-0.17,-11.11,0,EQUITY
382,PTC,PTC Inc.,2020-01-22T05:00:00.000Z,TNS,0.44,0.57,29.25,0,EQUITY
383,KMI,"Kinder Morgan, Inc.",2020-01-22T05:00:00.000Z,TNS,0.27,0.26,-1.89,0,EQUITY
384,TDY,Teledyne Technologies Incorporated,2020-01-22T05:00:00.000Z,TNS,2.74,3.06,11.52,0,EQUITY
385,PLD,"Prologis, Inc.",2020-01-22T05:00:00.000Z,TNS,0.39,0.59,53.25,0,EQUITY
386,TXN,Texas Instruments Incorporated,2020-01-22T05:00:00.000Z,TNS,1.02,1.12,10.24,0,EQUITY
387,NG,NovaGold Resources Inc.,2020-01-22T05:00:00.000Z,TNS,-0.03,-0.02,33.33,0,EQUITY
388,TER,"Teradyne, Inc.",2020-01-22T05:00:00.000Z,TNS,0.79,0.88,11.11,0,EQUITY
389,JNJ,Johnson & Johnson,2020-01-22T05:00:00.000Z,TNS,1.87,1.88,0.64,0,EQUITY
390,KREVF,Keppel REIT,2020-01-22T05:00:00.000Z,TNS,0.02,0.01,-70.83,0,EQUITY
392,PROSF,Prosus N.V.,2020-01-22T05:00:00.000Z,TNS,,,,0,EQUITY
393,SEBYF,SEB SA,2020-01-22T05:00:00.000Z,TNS,,,,0,EQUITY
394,CHLTF,,2020-01-22T05:00:00.000Z,TNS,,,,0,EQUITY
395,CEBCF,,2020-01-22T05:00:00.000Z,TNS,0.15,0.11,-26.67,0,EQUITY
396,SRCE,1st Source Corporation,2020-01-23T05:00:00.000Z,TNS,0.89,0.86,-3.7,0,EQUITY
397,NVZMF,Novozymes A/S,2020-01-23T05:00:00.000Z,TNS,2.82,3.25,15.17,0,EQUITY
398,AAL,American Airlines Group Inc.,2020-01-23T05:00:00.000Z,TNS,1.14,1.15,0.7,0,EQUITY
399,NVZMY,Novozymes A/S,2020-01-23T05:00:00.000Z,TNS,2.82,3.25,15.17,0,EQUITY
400,ASB,Associated Banc-Corp,2020-01-23T05:00:00.000Z,TNS,0.42,0.45,6.64,0,EQUITY
401,AMNB,American National Bankshares Inc.,2020-01-23T05:00:00.000Z,TNS,0.76,0.67,-11.49,0,EQUITY
402,AMRB,American River Bankshares,2020-01-23T05:00:00.000Z,TNS,0.27,0.26,-3.7,0,EQUITY
403,JBLU,JetBlue Airways Corporation,2020-01-23T05:00:00.000Z,TNS,0.55,0.56,2.19,0,EQUITY
404,LUV,Southwest Airlines Co.,2020-01-23T05:00:00.000Z,TNS,1.09,1.16,6.13,0,EQUITY
405,TEAM,Atlassian Corporation Plc,2020-01-23T05:00:00.000Z,TNS,0.27,0.37,36.03,0,EQUITY
406,AVX,AVX Corporation,2020-01-23T05:00:00.000Z,TNS,0.19,0.28,47.37,0,EQUITY
407,ABCB,Ameris Bancorp,2020-01-23T05:00:00.000Z,TNS,0.96,0.96,0.42,0,EQUITY
408,WAL,Western Alliance Bancorporation,2020-01-23T05:00:00.000Z,TNS,1.2,1.25,3.99,0,EQUITY
409,AIT,"Applied Industrial Technologies, Inc.",2020-01-23T05:00:00.000Z,TNS,0.95,0.97,1.68,0,EQUITY
410,ASB-PE,Associated Banc-Corp,2020-01-23T05:00:00.000Z,TNS,0.42,0.45,6.64,0,EQUITY
411,AVT,"Avnet, Inc.",2020-01-23T05:00:00.000Z,TNS,0.41,0.4,-1.48,0,EQUITY
412,QGPLF,Quest for Growth Belgium,2020-01-23T05:00:00.000Z,TNS,,,,0,EQUITY
413,OPBK,OP Bancorp,2020-01-23T05:00:00.000Z,TNS,0.24,0.26,9.24,0,EQUITY
414,RVSB,"Riverview Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.19,0.18,-5.26,0,EQUITY
415,PPBI,"Pacific Premier Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.61,0.69,12.75,0,EQUITY
416,PPERY,PT Bank Mandiri (Persero) Tbk,2020-01-23T05:00:00.000Z,TNS,,154.97,,0,EQUITY
417,IBCP,Independent Bank Corporation,2020-01-23T05:00:00.000Z,TNS,0.56,0.61,9.32,0,EQUITY
418,FFBC,First Financial Bancorp.,2020-01-23T05:00:00.000Z,TNS,0.53,0.52,-1.14,0,EQUITY
419,GBOOY,"Grupo Financiero Banorte, S.A.B. de C.V.",2020-01-23T05:00:00.000Z,TNS,3.11,3.13,0.61,0,EQUITY
420,BSET,"Bassett Furniture Industries, Incorporated",2020-01-23T05:00:00.000Z,TNS,0.16,0.07,-55.97,0,EQUITY
421,BY,"Byline Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.38,0.42,11.11,0,EQUITY
422,BANC,"Banc of California, Inc.",2020-01-23T05:00:00.000Z,TNS,0.17,0.2,18.34,0,EQUITY
423,CADE,Cadence Bancorporation,2020-01-23T05:00:00.000Z,TNS,0.45,0.4,-10.31,0,EQUITY
424,NBHC,National Bank Holdings Corporation,2020-01-23T05:00:00.000Z,TNS,0.57,0.62,9.54,0,EQUITY
425,CBNK,"Capital Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.31,0.36,15.02,0,EQUITY
426,BFC,Bank First Corporation,2020-01-23T05:00:00.000Z,TNS,1.04,1.04,0.0,0,EQUITY
427,CFB,"CrossFirst Bankshares, Inc.",2020-01-23T05:00:00.000Z,TNS,0.21,0.22,6.28,0,EQUITY
428,UBCP,"United Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.32,0.31,-3.13,0,EQUITY
429,PBNNF,PT Bank Negara Indonesia (Persero) Tbk,2020-01-23T05:00:00.000Z,TNS,154.77,183.0,18.24,0,EQUITY
430,GBCI,"Glacier Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.59,0.62,4.38,0,EQUITY
431,ICBK,"County Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.5,0.47,-5.62,0,EQUITY
432,CNOB,"ConnectOne Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.63,0.61,-2.4,0,EQUITY
433,FMBH,"First Mid Bancshares, Inc.",2020-01-23T05:00:00.000Z,TNS,0.69,0.72,3.75,0,EQUITY
434,EQBK,"Equity Bancshares, Inc.",2020-01-23T05:00:00.000Z,TNS,0.6,0.64,7.2,0,EQUITY
435,SBCF,Seacoast Banking Corporation of Florida,2020-01-23T05:00:00.000Z,TNS,0.5,0.52,3.59,0,EQUITY
436,BANC-PE,"Banc of California, Inc.",2020-01-23T05:00:00.000Z,TNS,0.17,0.2,18.34,0,EQUITY
437,EWBC,"East West Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,1.16,1.28,10.63,0,EQUITY
438,DCOM,"Dime Community Bancshares, Inc.",2020-01-23T05:00:00.000Z,TNS,0.34,0.28,-17.89,0,EQUITY
439,FBIZ,"First Business Financial Services, Inc.",2020-01-23T05:00:00.000Z,TNS,0.55,0.67,21.6,0,EQUITY
440,FFIN,"First Financial Bankshares, Inc.",2020-01-23T05:00:00.000Z,TNS,0.29,0.3,3.09,0,EQUITY
441,PVBC,"Provident Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.17,0.14,-17.65,0,EQUITY
442,RBNC,"Reliant Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.39,0.47,20.51,0,EQUITY
443,MCBC,Macatawa Bank Corporation,2020-01-23T05:00:00.000Z,TNS,0.21,0.24,12.15,0,EQUITY
444,MSBI,"Midland States Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.63,0.5,-20.63,0,EQUITY
445,SASR,"Sandy Spring Bancorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.79,0.8,1.27,0,EQUITY
446,PPERF,PT Bank Mandiri (Persero) Tbk,2020-01-23T05:00:00.000Z,TNS,,154.97,,0,EQUITY
447,BKU,"BankUnited, Inc.",2020-01-23T05:00:00.000Z,TNS,0.73,0.91,25.52,0,EQUITY
448,BWB,"Bridgewater Bancshares, Inc.",2020-01-23T05:00:00.000Z,TNS,0.26,0.29,9.85,0,EQUITY
450,BANR,Banner Corporation,2020-01-23T05:00:00.000Z,TNS,1.01,0.95,-6.22,0,EQUITY
451,WTBA,"West Bancorporation, Inc.",2020-01-23T05:00:00.000Z,TNS,,0.46,,0,EQUITY
452,COLB,"Columbia Banking System, Inc.",2020-01-23T05:00:00.000Z,TNS,0.61,0.64,4.75,0,EQUITY
453,HBANO,Huntington Bancshares Incorporated,2020-01-23T05:00:00.000Z,TNS,0.31,0.28,-10.26,0,EQUITY
454,BKIMF,"Bankinter, S.A.",2020-01-23T05:00:00.000Z,TNS,0.12,0.11,-8.33,0,EQUITY
455,GBOOF,"Grupo Financiero Banorte, S.A.B. de C.V.",2020-01-23T05:00:00.000Z,TNS,3.11,3.13,0.61,0,EQUITY
456,PCB,PCB Bancorp,2020-01-23T05:00:00.000Z,TNS,0.39,0.26,-32.47,0,EQUITY
457,MTB,M&T Bank Corporation,2020-01-23T05:00:00.000Z,TNS,3.47,3.6,3.81,0,EQUITY
458,HBAN,Huntington Bancshares Incorporated,2020-01-23T05:00:00.000Z,TNS,0.31,0.28,-10.26,0,EQUITY
459,ORI,Old Republic International Corporation,2020-01-23T05:00:00.000Z,TNS,0.41,0.47,13.8,0,EQUITY
460,ISTR,Investar Holding Corporation,2020-01-23T05:00:00.000Z,TNS,0.48,0.39,-18.58,0,EQUITY
461,ITDN,Interdyne Company,2020-01-23T05:00:00.000Z,TNS,,,,0,EQUITY
462,STRT,Strattec Security Corporation,2020-01-23T05:00:00.000Z,TNS,,,,0,EQUITY
463,PCSB,PCSB Financial Corporation,2020-01-23T05:00:00.000Z,TNS,0.14,0.14,0.0,0,EQUITY
464,NJDCY,Nidec Corporation,2020-01-23T05:00:00.000Z,TNS,,,,0,EQUITY
465,CZFS,"Citizens Financial Services, Inc.",2020-01-23T05:00:00.000Z,TNS,1.4,1.43,2.14,0,EQUITY
466,ETFC,E*TRADE Financial Corporation,2020-01-23T05:00:00.000Z,TNS,0.83,0.76,-8.21,0,EQUITY
467,PG,The Procter & Gamble Company,2020-01-23T05:00:00.000Z,TNS,1.37,1.42,3.57,0,EQUITY
468,WBS-PF,Webster Financial Corporation,2020-01-23T05:00:00.000Z,TNS,0.97,0.96,-0.83,0,EQUITY
469,WBS,Webster Financial Corporation,2020-01-23T05:00:00.000Z,TNS,0.97,0.96,-0.83,0,EQUITY
470,TRV,"The Travelers Companies, Inc.",2020-01-23T05:00:00.000Z,TNS,3.29,3.32,0.91,0,EQUITY
471,INTC,Intel Corporation,2020-01-23T05:00:00.000Z,TNS,1.25,1.52,21.6,0,EQUITY
472,SBBSF,Sabana Shari'ah Compliant Industrial Real Estate Investment Trust,2020-01-23T05:00:00.000Z,TNS,,,,0,EQUITY
473,SFNC,Simmons First National Corporation,2020-01-23T05:00:00.000Z,TNS,0.59,0.49,-17.51,0,EQUITY
474,CLFD,"Clearfield, Inc.",2020-01-23T05:00:00.000Z,TNS,0.05,0.04,-20.0,0,EQUITY
475,CMCSA,Comcast Corporation,2020-01-23T05:00:00.000Z,TNS,0.76,0.79,3.67,0,EQUITY
476,UNP,Union Pacific Corporation,2020-01-23T05:00:00.000Z,TNS,2.04,2.02,-1.13,0,EQUITY
477,CSTR,"Capstar Financial Holdings, Inc.",2020-01-23T05:00:00.000Z,TNS,0.32,0.3,-5.66,0,EQUITY
478,KMB,Kimberly-Clark Corporation,2020-01-23T05:00:00.000Z,TNS,1.7,1.71,0.59,0,EQUITY
479,KPELF,Keppel Corporation Limited,2020-01-23T05:00:00.000Z,TNS,,0.1,,0,EQUITY
480,NNDNF,Nidec Corporation,2020-01-23T05:00:00.000Z,TNS,,,,0,EQUITY
482,HTBK,Heritage Commerce Corp,2020-01-23T05:00:00.000Z,TNS,0.24,0.1,-59.02,0,EQUITY
483,CVTI,"Covenant Transportation Group, Inc.",2020-01-23T05:00:00.000Z,TNS,0.14,0.1,-27.01,0,EQUITY
484,HFWA,Heritage Financial Corporation,2020-01-23T05:00:00.000Z,TNS,0.46,0.47,2.4,0,EQUITY
485,VFC,V.F. Corporation,2020-01-23T05:00:00.000Z,TNS,1.21,1.23,1.65,0,EQUITY
486,GATX,GATX Corporation,2020-01-23T05:00:00.000Z,TNS,1.05,1.36,30.14,0,EQUITY
487,DFS,Discover Financial Services,2020-01-23T05:00:00.000Z,TNS,2.24,2.25,0.4,0,EQUITY
488,SPXCY,Singapore Exchange Limited,2020-01-23T05:00:00.000Z,TNS,,0.09,,0,EQUITY
489,HTLD,"Heartland Express, Inc.",2020-01-23T05:00:00.000Z,TNS,0.23,0.16,-31.62,0,EQUITY
490,SPXCF,Singapore Exchange Limited,2020-01-23T05:00:00.000Z,TNS,,0.09,,0,EQUITY
492,FCX,Freeport-McMoRan Inc.,2020-01-23T05:00:00.000Z,TNS,0.0,0.02,766.67,0,EQUITY
493,SIVB,SVB Financial Group,2020-01-23T05:00:00.000Z,TNS,4.65,5.06,8.79,0,EQUITY
494,MYFW,"First Western Financial, Inc.",2020-01-23T05:00:00.000Z,TNS,0.31,0.32,3.23,0,EQUITY
495,FVCB,"FVCBankcorp, Inc.",2020-01-23T05:00:00.000Z,TNS,0.25,0.26,4.0,0,EQUITY
496,SIVBP,SVB Financial Group,2020-01-23T05:00:00.000Z,TNS,4.65,5.06,8.79,0,EQUITY
497,FFNW,"First Financial Northwest, Inc.",2020-01-23T05:00:00.000Z,TNS,0.23,0.26,14.54,0,EQUITY
498,MOFG,"MidWestOne Financial Group, Inc.",2020-01-23T05:00:00.000Z,TNS,0.83,0.83,0.12,0,EQUITY
499,SBFG,"SB Financial Group, Inc.",2020-01-23T05:00:00.000Z,TNS,0.36,0.42,16.67,0,EQUITY
500,FOR,Forestar Group Inc.,2020-01-23T05:00:00.000Z,TNS,0.13,0.35,169.23,0,EQUITY
501,NXGN,"NextGen Healthcare, Inc.",2020-01-23T05:00:00.000Z,TNS,0.2,0.23,15.0,0,EQUITY
502,RHUHF,Richelieu Hardware Ltd.,2020-01-23T05:00:00.000Z,TNS,0.34,0.34,1.49,0,EQUITY
503,HZO,"MarineMax, Inc.",2020-01-23T05:00:00.000Z,TNS,0.07,0.41,485.71,0,EQUITY
504,ISRG,"Intuitive Surgical, Inc.",2020-01-23T05:00:00.000Z,TNS,3.38,3.48,3.05,0,EQUITY
505,SWKS,"Skyworks Solutions, Inc.",2020-01-23T05:00:00.000Z,TNS,1.65,1.68,1.69,0,EQUITY
506,KEY,KeyCorp,2020-01-23T05:00:00.000Z,TNS,0.48,0.48,-0.62,0,EQUITY
507,KEY-PK,KeyCorp,2020-01-23T05:00:00.000Z,TNS,0.48,0.48,-0.62,0,EQUITY
508,MTA,Metalla Royalty & Streaming Ltd.,2020-01-23T05:00:00.000Z,TNS,0.01,-0.01,-200.0,0,EQUITY
509,MRTN,"Marten Transport, Ltd.",2020-01-23T05:00:00.000Z,TNS,0.28,0.29,4.69,0,EQUITY
510,MMAPF,"MEMSCAP, S.A.",2020-01-23T05:00:00.000Z,TNS,,,,0,EQUITY
511,STM,STMicroelectronics N.V.,2020-01-23T05:00:00.000Z,TNS,0.37,0.43,15.9,0,EQUITY
512,STMEF,STMicroelectronics N.V.,2020-01-23T05:00:00.000Z,TNS,0.37,0.43,16.22,0,EQUITY
513,TOWN,TowneBank,2020-01-23T05:00:00.000Z,TNS,0.43,0.49,13.95,0,EQUITY
514,AXP,American Express Company,2020-01-24T05:00:00.000Z,TNS,2.01,2.03,0.84,0,EQUITY
515,CWQXF,Castellum AB (publ),2020-01-24T05:00:00.000Z,TNS,2.42,2.84,17.4,0,EQUITY
516,HBMBF,HBM Healthcare Investments AG,2020-01-24T05:00:00.000Z,TNS,,,,0,EQUITY
517,APD,"Air Products and Chemicals, Inc.",2020-01-24T05:00:00.000Z,TNS,2.08,2.14,2.98,0,EQUITY
518,STECF,Scatec Solar ASA,2020-01-24T05:00:00.000Z,TNS,0.74,-0.1,-113.51,0,EQUITY
